1,0002,2019/11/12/13:26:23,op,2019/11/12/13:27:40,opo,,,,,
2,0004,2019/11/12/13:26:25,op,2019/11/12/13:27:41,opo,,,,,
3,0006,2019/11/12/13:26:30,op,2019/11/12/13:27:42,opo,,,,,
4,0008,2019/11/12/13:26:27,op,2019/11/12/13:27:44,opo,,,,,
