3,0005,2019/11/12/13:26:29,op,2019/11/12/13:27:9,opo,,,,,
4,0007,2019/11/12/13:26:31,op,2019/11/12/13:27:10,opo,,,,,
7,0006,2019/11/12/13:26:30,op,2019/11/12/13:27:42,opo,,,,,
8,0008,2019/11/12/13:26:27,op,2019/11/12/13:27:44,opo,,,,,
